asm_name,assembly_accession,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
ASM26550v1,GCF_000265505.1,bacteria,GCF_000265505.1_ASM26550v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/505/GCF_000265505.1_ASM26550v1,Bernardetia litoralis DSM 6794,880071,11
ASM19529v1,GCF_000195295.1,bacteria,GCF_000195295.1_ASM19529v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/295/GCF_000195295.1_ASM19529v1,Desulfobacca acetoxidans DSM 11109,880072,11
ASM188681v1,GCF_001886815.1,bacteria,GCF_001886815.1_ASM188681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/815/GCF_001886815.1_ASM188681v1,Caldithrix abyssi DSM 13497,880073,11
ASM51291v1,GCF_000512915.1,bacteria,GCF_000512915.1_ASM51291v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/915/GCF_000512915.1_ASM51291v1,Barnesiella viscericola DSM 18177,880074,11
ASM155319v1,GCF_001553195.1,bacteria,GCF_001553195.1_ASM155319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/195/GCF_001553195.1_ASM155319v1,Mycoplasma canis PG 14,1117644,4
ASM30578v2,GCF_000305785.2,bacteria,GCF_000305785.2_ASM30578v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/785/GCF_000305785.2_ASM30578v2,Simiduia agarivorans SA1 = DSM 21679,1117647,11
ASM131499v1,GCF_001314995.1,bacteria,GCF_001314995.1_ASM131499v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/995/GCF_001314995.1_ASM131499v1,Bacteroides ovatus,28116,11
ASM96742v1,GCF_000967425.1,bacteria,GCF_000967425.1_ASM96742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/425/GCF_000967425.1_ASM96742v1,Rhizobium sp. NT-26,1125847,11
ASM80129v1,GCF_000801295.1,bacteria,GCF_000801295.1_ASM80129v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/295/GCF_000801295.1_ASM80129v1,endosymbiont of unidentified scaly snail isolate Monju,1248727,11
ASM104259v1,GCF_001042595.1,bacteria,GCF_001042595.1_ASM104259v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/595/GCF_001042595.1_ASM104259v1,Bifidobacterium dentium JCM 1195 = DSM 20436,1150423,11
ASM83516v1,GCF_000835165.1,bacteria,GCF_000835165.1_ASM83516v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/165/GCF_000835165.1_ASM83516v1,Corynebacterium marinum DSM 44953,1224162,11
ASM44264v1,GCF_000442645.1,bacteria,GCF_000442645.1_ASM44264v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/442/645/GCF_000442645.1_ASM44264v1,Corynebacterium maris DSM 45190,1224163,11
ASM55080v1,GCF_000550805.1,bacteria,GCF_000550805.1_ASM55080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/805/GCF_000550805.1_ASM55080v1,Corynebacterium vitaeruminis DSM 20294,1224164,11
ASM2014v1,GCF_000020145.1,bacteria,GCF_000020145.1_ASM2014v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/145/GCF_000020145.1_ASM2014v1,Elusimicrobium minutum Pei191,445932,11
ASM98282v1,GCF_000982825.1,bacteria,GCF_000982825.1_ASM98282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/825/GCF_000982825.1_ASM98282v1,Cronobacter sakazakii,28141,11
ASM23027v1,GCF_000230275.1,bacteria,GCF_000230275.1_ASM23027v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/275/GCF_000230275.1_ASM23027v1,Acidaminococcus intestini RyC-MR95,568816,11
ASM104263v1,GCF_001042635.1,bacteria,GCF_001042635.1_ASM104263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/635/GCF_001042635.1_ASM104263v1,Bifidobacterium scardovii JCM 12489 = DSM 13734,1150461,11
ASM104269v1,GCF_001042695.1,bacteria,GCF_001042695.1_ASM104269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/695/GCF_001042695.1_ASM104269v1,Scardovia inopinata JCM 12537,1150468,11
ASM28441v2,GCF_000284415.1,bacteria,GCF_000284415.1_ASM28441v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/415/GCF_000284415.1_ASM28441v2,Pararhodospirillum photometricum DSM 122,1150469,11
ASM2046v1,GCF_000020465.1,bacteria,GCF_000020465.1_ASM2046v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/465/GCF_000020465.1_ASM2046v1,Chlorobium limicola DSM 245,290315,11
ASM1512v1,GCF_000015125.1,bacteria,GCF_000015125.1_ASM1512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/125/GCF_000015125.1_ASM1512v1,Chlorobium phaeobacteroides DSM 266,290317,11
ASM1608v1,GCF_000016085.1,bacteria,GCF_000016085.1_ASM1608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/085/GCF_000016085.1_ASM1608v1,Chlorobium phaeovibrioides DSM 265,290318,11
ASM80127v1,GCF_000801275.2,bacteria,GCF_000801275.2_ASM80127v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/275/GCF_000801275.2_ASM80127v1,Vibrio nigripulchritudo,28173,11
ASM23714v1,GCF_000237145.1,bacteria,GCF_000237145.1_ASM23714v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/145/GCF_000237145.1_ASM23714v1,Actinoplanes sp. SE50/110,134676,11
ASM1388v1,GCF_000013885.1,bacteria,GCF_000013885.1_ASM1388v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/885/GCF_000013885.1_ASM1388v1,Nitrobacter hamburgensis X14,323097,11
ASM1272v1,GCF_000012725.1,bacteria,GCF_000012725.1_ASM1272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/725/GCF_000012725.1_ASM1272v1,Nitrobacter winogradskyi Nb-255,323098,11
ASM24313v3,GCF_000243135.2,bacteria,GCF_000243135.2_ASM24313v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/135/GCF_000243135.2_ASM24313v3,Desulfitobacterium dichloroeliminans LMG P-21439,871963,11
ASM100793v1,GCF_001007935.1,bacteria,GCF_001007935.1_ASM100793v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/935/GCF_001007935.1_ASM100793v1,Nitrosomonas communis,44574,11
ASM97442v1,GCF_000974425.1,bacteria,GCF_000974425.1_ASM97442v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/425/GCF_000974425.1_ASM97442v1,Spirosoma radiotolerans,1379870,11
ASM23140v3,GCF_000231405.2,bacteria,GCF_000231405.2_ASM23140v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/405/GCF_000231405.2_ASM23140v3,Desulfitobacterium metallireducens DSM 15288,871968,11
ASM1492v1,GCF_000014925.1,bacteria,GCF_000014925.1_ASM1492v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/925/GCF_000014925.1_ASM1492v1,Paenarthrobacter aurescens TC1,290340,11
ASM126205v1,GCF_001262055.1,bacteria,GCF_001262055.1_ASM126205v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/055/GCF_001262055.1_ASM126205v1,Actinomyces meyeri,52773,11
ASM100787v1,GCF_001007875.1,bacteria,GCF_001007875.1_ASM100787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/875/GCF_001007875.1_ASM100787v1,Sedimenticola thiotaurini,1543721,11
ASM25840v1,GCF_000258405.1,bacteria,GCF_000258405.1_ASM25840v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/405/GCF_000258405.1_ASM25840v1,Ignavibacterium album JCM 16511,945713,11
ASM73292v1,GCF_000732925.1,bacteria,GCF_000732925.1_ASM73292v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/732/925/GCF_000732925.1_ASM73292v1,Amycolatopsis japonica,208439,11
ASM107771v1,GCF_001077715.1,bacteria,GCF_001077715.1_ASM107771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/715/GCF_001077715.1_ASM107771v1,Coxiella-like endosymbiont,1592897,11
ASM107805v1,GCF_001078055.1,bacteria,GCF_001078055.1_ASM107805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/078/055/GCF_001078055.1_ASM107805v1,Rufibacter sp. DG31D,1379910,11
ASM78553v1,GCF_000785535.1,bacteria,GCF_000785535.1_ASM78553v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/535/GCF_000785535.1_ASM78553v1,Arthrobacter sp. PAMC 25486,1494608,11
ASM2392v1,GCF_000023925.1,bacteria,GCF_000023925.1_ASM2392v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/925/GCF_000023925.1_ASM2392v1,Kytococcus sedentarius DSM 20547,478801,11
ASM1082v1,GCF_000010825.1,bacteria,GCF_000010825.1_ASM1082v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/825/GCF_000010825.1_ASM1082v1,Acetobacter pasteurianus IFO 3283-01,634452,11
ASM190231v1,GCF_001902315.1,bacteria,GCF_001902315.1_ASM190231v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/315/GCF_001902315.1_ASM190231v1,Staphylococcus succinus,61015,11
ASM5578v1,GCF_000055785.1,bacteria,GCF_000055785.1_ASM5578v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1,Chromohalobacter salexigens DSM 3043,290398,11
ASM19623v1,GCF_000196235.1,bacteria,GCF_000196235.1_ASM19623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/235/GCF_000196235.1_ASM19623v1,Arthrobacter sp. FB24,290399,11
ASM1356v1,GCF_000013565.1,bacteria,GCF_000013565.1_ASM1356v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/565/GCF_000013565.1_ASM1356v1,Jannaschia sp. CCS1,290400,11
ASM27914v1,GCF_000279145.1,bacteria,GCF_000279145.1_ASM27914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/279/145/GCF_000279145.1_ASM27914v1,Melioribacter roseus P3M-2,1191523,11
ASM19531v1,GCF_000195315.1,bacteria,GCF_000195315.1_ASM19531v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/315/GCF_000195315.1_ASM19531v1,Coriobacterium glomerans PW2,700015,11
ASM159803v1,GCF_001598035.1,bacteria,GCF_001598035.1_ASM159803v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/035/GCF_001598035.1_ASM159803v1,Streptococcus halotolerans,1814128,11
ASM83098v1,GCF_000830985.1,bacteria,GCF_000830985.1_ASM83098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/985/GCF_000830985.1_ASM83098v1,Marinobacter similis,1420916,11
ASM83100v1,GCF_000831005.1,bacteria,GCF_000831005.1_ASM83100v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/005/GCF_000831005.1_ASM83100v1,Marinobacter salarius,1420917,11
ASM1566v1,GCF_000015665.1,bacteria,GCF_000015665.1_ASM1566v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/665/GCF_000015665.1_ASM1566v1,Prochlorococcus marinus str. MIT 9515,167542,11
ASM1596v1,GCF_000015965.1,bacteria,GCF_000015965.1_ASM1596v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/965/GCF_000015965.1_ASM1596v1,Prochlorococcus marinus str. MIT 9301,167546,11
ASM28411v1,GCF_000284115.1,bacteria,GCF_000284115.1_ASM28411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/115/GCF_000284115.1_ASM28411v1,Phycisphaera mikurensis NBRC 102666,1142394,11
ASM19661v1,GCF_000196615.1,bacteria,GCF_000196615.1_ASM19661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/615/GCF_000196615.1_ASM19661v1,Erwinia billingiae Eb661,634500,11
ASM94080v1,GCF_000940805.1,bacteria,GCF_000940805.1_ASM94080v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/805/GCF_000940805.1_ASM94080v1,Gynuella sunshinyii YC6258,1445510,11
ASM2288v2,GCF_000022885.2,bacteria,GCF_000022885.2_ASM2288v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/885/GCF_000022885.2_ASM2288v2,Edwardsiella ictaluri 93-146,634503,11
ASM2272v1,GCF_000022725.1,bacteria,GCF_000022725.1_ASM2272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/725/GCF_000022725.1_ASM2272v1,Bartonella grahamii as4aup,634504,11
ASM712v1,GCF_000007125.1,bacteria,GCF_000007125.1_ASM712v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/125/GCF_000007125.1_ASM712v1,Brucella melitensis bv. 1 str. 16M,224914,11
ASM772v1,GCF_000007725.1,bacteria,GCF_000007725.1_ASM772v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/725/GCF_000007725.1_ASM772v1,Buchnera aphidicola str. Bp (Baizongia pistaciae),224915,11
ASM58377v1,GCF_000583775.1,bacteria,GCF_000583775.1_ASM58377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/775/GCF_000583775.1_ASM58377v1,Campylobacter coli RM4661,1183379,11
ASM37654v2,GCF_000376545.2,bacteria,GCF_000376545.2_ASM37654v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/545/GCF_000376545.2_ASM37654v2,Ruegeria mobilis F1926,1265309,11
ASM56881v1,GCF_000568815.1,bacteria,GCF_000568815.1_ASM56881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/568/815/GCF_000568815.1_ASM56881v1,Sulfurospirillum multivorans DSM 12446,1150621,11
ASM34139v1,GCF_000341395.1,bacteria,GCF_000341395.1_ASM34139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/395/GCF_000341395.1_ASM34139v1,Desulfocapsa sulfexigens DSM 10523,1167006,11
ASM16613v1,GCF_000166135.1,bacteria,GCF_000166135.1_ASM16613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/135/GCF_000166135.1_ASM16613v1,Frankia inefficax,298654,11
ASM103862v1,GCF_001038625.1,bacteria,GCF_001038625.1_ASM103862v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/625/GCF_001038625.1_ASM103862v1,Clostridium carboxidivorans P7,536227,11
ASM18624v1,GCF_000186245.1,bacteria,GCF_000186245.1_ASM18624v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/245/GCF_000186245.1_ASM18624v1,Nitratifractor salsuginis DSM 16511,749222,11
ASM194194v1,GCF_001941945.1,bacteria,GCF_001941945.1_ASM194194v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/945/GCF_001941945.1_ASM194194v1,Roseomonas gilardii,257708,11
ASM22534v1,GCF_000225345.1,bacteria,GCF_000225345.1_ASM22534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/225/345/GCF_000225345.1_ASM22534v1,Roseburia hominis A2-183,585394,11
ASM9204v1,GCF_000092045.1,bacteria,GCF_000092045.1_ASM9204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/045/GCF_000092045.1_ASM9204v1,Rhizobium etli CFN 42,347834,11
ASM24016v1,GCF_000240165.1,bacteria,GCF_000240165.1_ASM24016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/165/GCF_000240165.1_ASM24016v1,Streptomyces cattleya NRRL 8057 = DSM 46488,1003195,11
ASM1280v1,GCF_000012805.1,bacteria,GCF_000012805.1_ASM1280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/805/GCF_000012805.1_ASM1280v1,Nitrosococcus oceani ATCC 19707,323261,11
NCTC10807,GCF_001457475.1,bacteria,GCF_001457475.1_NCTC10807,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/475/GCF_001457475.1_NCTC10807,Achromobacter xylosoxidans,85698,11
ASM128022v1,GCF_001280225.1,bacteria,GCF_001280225.1_ASM128022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/225/GCF_001280225.1_ASM128022v1,Buchnera aphidicola (Aphis glycines),1265350,11
ASM155360v1,GCF_001553605.1,bacteria,GCF_001553605.1_ASM155360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/605/GCF_001553605.1_ASM155360v1,Desulfovibrio fairfieldensis,44742,11
ASM48453v1,GCF_000484535.1,bacteria,GCF_000484535.1_ASM48453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/535/GCF_000484535.1_ASM48453v1,Gloeobacter kilaueensis JS1,1183438,11
ASM73757v1,GCF_000737575.1,bacteria,GCF_000737575.1_ASM73757v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/575/GCF_000737575.1_ASM73757v1,Synechococcus sp. KORDI-49,585423,11
ASM2062v1,GCF_000020625.1,bacteria,GCF_000020625.1_ASM2062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/625/GCF_000020625.1_ASM2062v1,Prosthecochloris aestuarii DSM 271,290512,11
ASM73759v1,GCF_000737595.1,bacteria,GCF_000737595.1_ASM73759v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/737/595/GCF_000737595.1_ASM73759v1,Synechococcus sp. KORDI-52,585425,11
ASM1724v1,GCF_000017245.1,bacteria,GCF_000017245.1_ASM1724v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/245/GCF_000017245.1_ASM1724v1,Actinobacillus succinogenes 130Z,339671,11
ASM1510v1,GCF_000015105.1,bacteria,GCF_000015105.1_ASM1510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/105/GCF_000015105.1_ASM1510v1,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),413404,11
ASM20456v1,GCF_000204565.1,bacteria,GCF_000204565.1_ASM20456v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/565/GCF_000204565.1_ASM20456v1,Clostridium botulinum BKT015925,929506,11
ASM9096v1,GCF_000090965.1,bacteria,GCF_000090965.1_ASM9096v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/965/GCF_000090965.1_ASM9096v1,Buchnera aphidicola BCc,372461,11
ASM24756v1,GCF_000247565.1,bacteria,GCF_000247565.1_ASM24756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/247/565/GCF_000247565.1_ASM24756v1,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony),1142511,11
ASM9278v1,GCF_000092785.1,bacteria,GCF_000092785.1_ASM9278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/785/GCF_000092785.1_ASM9278v1,Waddlia chondrophila WSU 86-1044,716544,11
ASM141259v1,GCF_001412595.1,bacteria,GCF_001412595.1_ASM141259v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/595/GCF_001412595.1_ASM141259v1,Massilia sp. WG5,1707785,11
sleC34,GCF_001013905.1,bacteria,GCF_001013905.1_sleC34,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/013/905/GCF_001013905.1_sleC34,Streptomyces leeuwenhoekii,1437453,11
ASM24263v3,GCF_000242635.2,bacteria,GCF_000242635.2_ASM24263v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/635/GCF_000242635.2_ASM24263v3,Solitalea canadensis DSM 3403,929556,11
ASM26319v1,GCF_000263195.1,bacteria,GCF_000263195.1_ASM26319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/195/GCF_000263195.1_ASM26319v1,Emticicia oligotrophica DSM 17448,929562,11
ASM18588v1,GCF_000185885.1,bacteria,GCF_000185885.1_ASM18588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/885/GCF_000185885.1_ASM18588v1,Staphylococcus pseudintermedius HKU10-03,937773,11
ASM118953v1,GCF_001189535.1,bacteria,GCF_001189535.1_ASM118953v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/535/GCF_001189535.1_ASM118953v1,Arsenicicoccus sp. oral taxon 190,1658671,11
ASM126207v1,GCF_001262075.1,bacteria,GCF_001262075.1_ASM126207v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/075/GCF_001262075.1_ASM126207v1,Ottowia sp. oral taxon 894,1658672,11
ASM31783v1,GCF_000317835.1,bacteria,GCF_000317835.1_ASM31783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/835/GCF_000317835.1_ASM31783v1,Deinococcus peraridilitoris DSM 19664,937777,11
ASM188671v1,GCF_001886715.1,bacteria,GCF_001886715.1_ASM188671v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/715/GCF_001886715.1_ASM188671v1,Nocardia soli,134962,11
ASM19667v1,GCF_000196675.1,bacteria,GCF_000196675.1_ASM19667v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/675/GCF_000196675.1_ASM19667v1,Pseudonocardia dioxanivorans CB1190,675635,11
ASM2714v1,GCF_000027145.1,bacteria,GCF_000027145.1_ASM2714v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/145/GCF_000027145.1_ASM2714v1,Listeria seeligeri serovar 1/2b str. SLCC3954,683837,11
ASM190827v1,GCF_001908275.1,bacteria,GCF_001908275.1_ASM190827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/275/GCF_001908275.1_ASM190827v1,Paenibacillus xylanexedens,528191,11
ASM155393v1,GCF_001553935.1,bacteria,GCF_001553935.1_ASM155393v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/935/GCF_001553935.1_ASM155393v1,Actinomyces oris,544580,11
ASM1168v1,GCF_000011685.1,bacteria,GCF_000011685.1_ASM1168v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/685/GCF_000011685.1_ASM1168v1,Gluconobacter oxydans 621H,290633,11
ASM2078v1,GCF_000020785.1,bacteria,GCF_000020785.1_ASM2078v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/785/GCF_000020785.1_ASM2078v1,Hydrogenobaculum sp. Y04AAS1,380749,11
ASM14462v1,GCF_000144625.1,bacteria,GCF_000144625.1_ASM14462v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/625/GCF_000144625.1_ASM14462v1,[Clostridium] saccharolyticum WM1,610130,11
ASM105199v2,GCF_001051995.2,bacteria,GCF_001051995.2_ASM105199v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/995/GCF_001051995.2_ASM105199v2,Thauera humireducens,1134435,11
ASM156211v1,GCF_001562115.1,bacteria,GCF_001562115.1_ASM156211v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/115/GCF_001562115.1_ASM156211v1,Alteromonas stellipolaris,233316,11
ASM9238v1,GCF_000092385.1,bacteria,GCF_000092385.1_ASM9238v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/385/GCF_000092385.1_ASM9238v1,Streptomyces bingchenggensis BCW-1,749414,11
ASM14316v1,GCF_000143165.1,bacteria,GCF_000143165.1_ASM14316v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/165/GCF_000143165.1_ASM14316v1,Dehalogenimonas lykanthroporepellens BL-DC-9,552811,11
ASM126715v1,GCF_001267155.1,bacteria,GCF_001267155.1_ASM126715v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/155/GCF_001267155.1_ASM126715v1,Spiroplasma litorale,216942,4
ASM126271v1,GCF_001262715.1,bacteria,GCF_001262715.1_ASM126271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/715/GCF_001262715.1_ASM126271v1,Spiroplasma turonicum,216946,4
ASM20413v1,GCF_000204135.1,bacteria,GCF_000204135.1_ASM20413v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/135/GCF_000204135.1_ASM20413v1,Chlamydophila pecorum E58,331635,11
ASM20425v1,GCF_000204255.1,bacteria,GCF_000204255.1_ASM20425v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/255/GCF_000204255.1_ASM20425v1,Chlamydia psittaci 6BC,331636,11
ASM130559v1,GCF_001305595.1,bacteria,GCF_001305595.1_ASM130559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/595/GCF_001305595.1_ASM130559v1,Azospirillum thiophilum,528244,11
ASM1418v1,GCF_000014185.1,bacteria,GCF_000014185.1_ASM1418v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/185/GCF_000014185.1_ASM1418v1,Rubrobacter xylanophilus DSM 9941,266117,11
ASM195319v1,GCF_001953195.1,bacteria,GCF_001953195.1_ASM195319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/195/GCF_001953195.1_ASM195319v1,Acinetobacter soli,487316,11
ASM118949v1,GCF_001189495.1,bacteria,GCF_001189495.1_ASM118949v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/495/GCF_001189495.1_ASM118949v1,Eubacterium sulci ATCC 35585,888727,11
ASM2054v1,GCF_000020545.1,bacteria,GCF_000020545.1_ASM2054v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/545/GCF_000020545.1_ASM2054v1,Chlorobium phaeobacteroides BS1,331678,11
ASM126339v1,GCF_001263395.1,bacteria,GCF_001263395.1_ASM126339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/395/GCF_001263395.1_ASM126339v1,Bifidobacterium actinocoloniiforme DSM 22766,1437605,11
ASM52567v1,GCF_000525675.1,bacteria,GCF_000525675.1_ASM52567v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/675/GCF_000525675.1_ASM52567v1,Bdellovibrio bacteriovorus W,765869,11
ASM30710v1,GCF_000307105.1,bacteria,GCF_000307105.1_ASM30710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/105/GCF_000307105.1_ASM30710v1,Desulfobacula toluolica Tol2,651182,11
ASM24311v3,GCF_000243115.2,bacteria,GCF_000243115.2_ASM24311v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/115/GCF_000243115.2_ASM24311v3,Niabella soli DSM 19437,929713,11
