# assembly_accession,asm_name,domain,ftp_basename,ftp_path,organism_name,taxid,genetic_code
GCF_001021045.1,ASM102104v1,bacteria,GCF_001021045.1_ASM102104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/045/GCF_001021045.1_ASM102104v1,Corynebacterium testudinoris,136857,11
GCF_000018665.1,ASM1866v1,bacteria,GCF_000018665.1_ASM1866v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/665/GCF_000018665.1_ASM1866v1,Delftia acidovorans SPH-1,398578,11
GCF_900183405.1,ASM90018340v1,bacteria,GCF_900183405.1_ASM90018340v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/183/405/GCF_900183405.1_ASM90018340v1,Lactobacillus zymae,267363,11
GCF_000196255.1,ASM19625v1,bacteria,GCF_000196255.1_ASM19625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/255/GCF_000196255.1_ASM19625v1,Photobacterium profundum SS9,298386,11
GCF_000020145.1,ASM2014v1,bacteria,GCF_000020145.1_ASM2014v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/145/GCF_000020145.1_ASM2014v1,Elusimicrobium minutum Pei191,445932,11
GCF_000277795.1,ASM27779v1,bacteria,GCF_000277795.1_ASM27779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/277/795/GCF_000277795.1_ASM27779v1,Mycoplasma wenyonii str. Massachusetts,1197325,4
GCF_000980835.1,ASM98083v1,bacteria,GCF_000980835.1_ASM98083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/835/GCF_000980835.1_ASM98083v1,Corynebacterium kutscheri,35755,11
GCF_001559115.1,ASM155911v1,bacteria,GCF_001559115.1_ASM155911v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/115/GCF_001559115.1_ASM155911v1,Staphylococcus simulans,1286,11
GCF_000018265.1,ASM1826v1,bacteria,GCF_000018265.1_ASM1826v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/265/GCF_000018265.1_ASM1826v1,Salinispora arenicola CNS-205,391037,11
GCF_000166415.1,ASM16641v1,bacteria,GCF_000166415.1_ASM16641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/415/GCF_000166415.1_ASM16641v1,Halanaerobium hydrogeniformans,656519,11
GCF_002157895.1,ASM215789v1,bacteria,GCF_002157895.1_ASM215789v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/895/GCF_002157895.1_ASM215789v1,Oceanisphaera profunda,1416627,11
GCF_001597285.1,ASM159728v1,bacteria,GCF_001597285.1_ASM159728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/597/285/GCF_001597285.1_ASM159728v1,Pseudomonas alcaligenes,43263,11
GCF_000214215.1,ASM21421v1,bacteria,GCF_000214215.1_ASM21421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/215/GCF_000214215.1_ASM21421v1,Marinomonas posidonica IVIA-Po-181,491952,11
GCF_000215975.1,ASM21597v1,bacteria,GCF_000215975.1_ASM21597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/975/GCF_000215975.1_ASM21597v1,Thermodesulfobacterium geofontis OPF15,795359,11
GCF_000015125.1,ASM1512v1,bacteria,GCF_000015125.1_ASM1512v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/125/GCF_000015125.1_ASM1512v1,Chlorobium phaeobacteroides DSM 266,290317,11
GCF_001639105.1,ASM163910v1,bacteria,GCF_001639105.1_ASM163910v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/105/GCF_001639105.1_ASM163910v1,Azospirillum humicireducens,1226968,11
GCF_001932615.1,ASM193261v1,bacteria,GCF_001932615.1_ASM193261v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/615/GCF_001932615.1_ASM193261v1,Weissella jogaejeotgali,1631871,11
GCF_002221525.1,ASM222152v1,bacteria,GCF_002221525.1_ASM222152v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/525/GCF_002221525.1_ASM222152v1,Pseudoalteromonas espejiana,28107,11
GCF_001685395.1,ASM168539v1,bacteria,GCF_001685395.1_ASM168539v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/395/GCF_001685395.1_ASM168539v1,Paenibacillus yonginensis,1462996,11
GCF_000695095.2,ASM69509v2,bacteria,GCF_000695095.2_ASM69509v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/095/GCF_000695095.2_ASM69509v2,Gemmatimonas phototrophica,1379270,11
GCF_000155735.2,ASM15573v2,bacteria,GCF_000155735.2_ASM15573v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/735/GCF_000155735.2_ASM15573v2,Octadecabacter arcticus 238,391616,11
GCF_000011245.1,ASM1124v1,bacteria,GCF_000011245.1_ASM1124v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/245/GCF_000011245.1_ASM1124v1,Oceanobacillus iheyensis HTE831,221109,11
GCF_001442535.1,ASM144253v1,bacteria,GCF_001442535.1_ASM144253v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/442/535/GCF_001442535.1_ASM144253v1,Lysobacter antibioticus,84531,11
GCF_000010165.1,ASM1016v1,bacteria,GCF_000010165.1_ASM1016v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/165/GCF_000010165.1_ASM1016v1,Brevibacillus brevis NBRC 100599,358681,11
GCF_000828835.1,ASM82883v1,bacteria,GCF_000828835.1_ASM82883v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/835/GCF_000828835.1_ASM82883v1,Thioploca ingrica,40754,11
GCF_000734015.1,ASM73401v1,bacteria,GCF_000734015.1_ASM73401v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/015/GCF_000734015.1_ASM73401v1,Thermodesulfobacterium commune DSM 2178,289377,11
GCF_001606025.1,ASM160602v1,bacteria,GCF_001606025.1_ASM160602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/025/GCF_001606025.1_ASM160602v1,Psychrobacter alimentarius,261164,11
GCF_001704115.1,ASM170411v1,bacteria,GCF_001704115.1_ASM170411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/115/GCF_001704115.1_ASM170411v1,Acinetobacter larvae,1789224,11
GCF_000023245.1,ASM2324v1,bacteria,GCF_000023245.1_ASM2324v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/245/GCF_000023245.1_ASM2324v1,Actinosynnema mirum DSM 43827,446462,11
GCF_000276685.1,ASM27668v1,bacteria,GCF_000276685.1_ASM27668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/685/GCF_000276685.1_ASM27668v1,Taylorella equigenitalis ATCC 35865,743973,11
GCF_001050115.1,ASM105011v1,bacteria,GCF_001050115.1_ASM105011v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/115/GCF_001050115.1_ASM105011v1,Bacillus smithii,1479,11
GCF_002116905.1,ASM211690v1,bacteria,GCF_002116905.1_ASM211690v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/905/GCF_002116905.1_ASM211690v1,Rhizobacter gummiphilus,946333,11
GCF_002007745.1,ASM200774v1,bacteria,GCF_002007745.1_ASM200774v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/745/GCF_002007745.1_ASM200774v1,Mycobacterium litorale,758802,11
GCF_000250675.2,ASM25067v3,bacteria,GCF_000250675.2_ASM25067v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/675/GCF_000250675.2_ASM25067v3,Nocardia brasiliensis ATCC 700358,1133849,11
GCF_002082015.1,ASM208201v1,bacteria,GCF_002082015.1_ASM208201v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/015/GCF_002082015.1_ASM208201v1,Sporosarcina ureae,1571,11
GCF_001314325.1,ASM131432v1,bacteria,GCF_001314325.1_ASM131432v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/325/GCF_001314325.1_ASM131432v1,Sphingopyxis macrogoltabida,33050,11
GCF_000009905.1,ASM990v1,bacteria,GCF_000009905.1_ASM990v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/905/GCF_000009905.1_ASM990v1,Symbiobacterium thermophilum IAM 14863,292459,11
GCF_001936335.1,ASM193633v1,bacteria,GCF_001936335.1_ASM193633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/335/GCF_001936335.1_ASM193633v1,Lactobacillus amylophilus DSM 20533 = JCM 1125,1423721,11
GCF_001013905.1,sleC34,bacteria,GCF_001013905.1_sleC34,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/013/905/GCF_001013905.1_sleC34,Streptomyces leeuwenhoekii,1437453,11
GCF_000013885.1,ASM1388v1,bacteria,GCF_000013885.1_ASM1388v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/885/GCF_000013885.1_ASM1388v1,Nitrobacter hamburgensis X14,323097,11
GCF_001456065.2,ASM145606v2,bacteria,GCF_001456065.2_ASM145606v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/456/065/GCF_001456065.2_ASM145606v2,Clostridium butyricum,1492,11
GCF_000008045.1,ASM804v1,bacteria,GCF_000008045.1_ASM804v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/045/GCF_000008045.1_ASM804v1,Rickettsia typhi str. Wilmington,257363,11
GCF_000015285.1,ASM1528v1,bacteria,GCF_000015285.1_ASM1528v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/285/GCF_000015285.1_ASM1528v1,Psychromonas ingrahamii 37,357804,11
GCF_000300295.4,ASM30029v4,bacteria,GCF_000300295.4_ASM30029v4,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/295/GCF_000300295.4_ASM30029v4,Piscirickettsia salmonis LF-89 = ATCC VR-1361,1227812,11
GCF_000017405.1,ASM1740v1,bacteria,GCF_000017405.1_ASM1740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/405/GCF_000017405.1_ASM1740v1,Ochrobactrum anthropi ATCC 49188,439375,11
GCF_000730385.1,ASM73038v1,bacteria,GCF_000730385.1_ASM73038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/385/GCF_000730385.1_ASM73038v1,Alteromonas australica,589873,11
GCF_000284255.1,ASM28425v1,bacteria,GCF_000284255.1_ASM28425v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/255/GCF_000284255.1_ASM28425v1,Rubrivivax gelatinosus IL144,983917,11
GCF_001955735.1,ASM195573v1,bacteria,GCF_001955735.1_ASM195573v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/735/GCF_001955735.1_ASM195573v1,Rhodoferax antarcticus,81479,11
GCF_001553955.1,ASM155395v1,bacteria,GCF_001553955.1_ASM155395v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1,Moraxella osloensis,34062,11
GCF_000304215.1,ASM30421v1,bacteria,GCF_000304215.1_ASM30421v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/215/GCF_000304215.1_ASM30421v1,Bifidobacterium asteroides PRL2011,1147128,11
GCF_000060345.1,ASM6034v1,bacteria,GCF_000060345.1_ASM6034v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/060/345/GCF_000060345.1_ASM6034v1,Gramella forsetii KT0803,411154,11
GCF_001543175.1,ASM154317v1,bacteria,GCF_001543175.1_ASM154317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/543/175/GCF_001543175.1_ASM154317v1,Aerococcus urinae,1376,11
GCF_000017805.1,ASM1780v1,bacteria,GCF_000017805.1_ASM1780v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/805/GCF_000017805.1_ASM1780v1,Roseiflexus castenholzii DSM 13941,383372,11
GCF_001679725.1,ASM167972v1,bacteria,GCF_001679725.1_ASM167972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/725/GCF_001679725.1_ASM167972v1,Cryobacterium arcticum,670052,11
GCF_000953735.1,MVIS1,bacteria,GCF_000953735.1_MVIS1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/735/GCF_000953735.1_MVIS1,Moritella viscosa,80854,11
GCF_001077715.1,ASM107771v1,bacteria,GCF_001077715.1_ASM107771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/715/GCF_001077715.1_ASM107771v1,Coxiella-like endosymbiont,1592897,11
GCF_001704155.1,ASM170415v1,bacteria,GCF_001704155.1_ASM170415v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/155/GCF_001704155.1_ASM170415v1,Stenotrophomonas rhizophila,216778,11
GCF_001275345.1,ASM127534v1,bacteria,GCF_001275345.1_ASM127534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/275/345/GCF_001275345.1_ASM127534v1,Kocuria palustris,71999,11
GCF_000439435.1,ASM43943v1,bacteria,GCF_000439435.1_ASM43943v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/435/GCF_000439435.1_ASM43943v1,Spiroplasma taiwanense CT-1,1276220,4
GCF_000007085.1,ASM708v1,bacteria,GCF_000007085.1_ASM708v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/085/GCF_000007085.1_ASM708v1,Caldanaerobacter subterraneus subsp. tengcongensis MB4,273068,11
GCF_002209185.1,ASM220918v1,bacteria,GCF_002209185.1_ASM220918v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/185/GCF_002209185.1_ASM220918v1,Corynebacterium jeikeium,38289,11
GCF_001865855.1,ASM186585v1,bacteria,GCF_001865855.1_ASM186585v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/855/GCF_001865855.1_ASM186585v1,Nocardia seriolae,37332,11
GCF_000764535.1,ASM76453v1,bacteria,GCF_000764535.1_ASM76453v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/535/GCF_000764535.1_ASM76453v1,Sphingomonas taxi,1549858,11
GCF_001281045.1,ASM128104v1,bacteria,GCF_001281045.1_ASM128104v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/045/GCF_001281045.1_ASM128104v1,Spiroplasma cantharicola,362837,4
GCF_000512205.2,ASM51220v2,bacteria,GCF_000512205.2_ASM51220v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/205/GCF_000512205.2_ASM51220v2,Sphingomonas sanxanigenens DSM 19645 = NX02,1123269,11
GCF_000015045.1,ASM1504v1,bacteria,GCF_000015045.1_ASM1504v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/045/GCF_000015045.1_ASM1504v1,Pelobacter propionicus DSM 2379,338966,11
GCF_000143965.1,ASM14396v1,bacteria,GCF_000143965.1_ASM14396v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/965/GCF_000143965.1_ASM14396v1,Desulfarculus baarsii DSM 2075,644282,11
GCF_000166055.1,ASM16605v1,bacteria,GCF_000166055.1_ASM16605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/055/GCF_000166055.1_ASM16605v1,Rhodomicrobium vannielii ATCC 17100,648757,11
GCF_000340435.2,ASM34043v3,bacteria,GCF_000340435.2_ASM34043v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/435/GCF_000340435.2_ASM34043v3,Mycobacterium haemophilum DSM 44634,1202450,11
GCF_000495935.2,ASM49593v2,bacteria,GCF_000495935.2_ASM49593v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/935/GCF_000495935.2_ASM49593v2,Elizabethkingia anophelis NUHP1,1338011,11
GCF_000019905.1,ASM1990v1,bacteria,GCF_000019905.1_ASM1990v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/905/GCF_000019905.1_ASM1990v1,Exiguobacterium sibiricum 255-15,262543,11
GCF_000212415.1,ASM21241v1,bacteria,GCF_000212415.1_ASM21241v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/415/GCF_000212415.1_ASM21241v1,Treponema brennaborense DSM 12168,906968,11
GCF_001545155.1,ASM154515v1,bacteria,GCF_001545155.1_ASM154515v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/545/155/GCF_001545155.1_ASM154515v1,Halomonas chromatireducens,507626,11
GCF_000016285.1,ASM1628v1,bacteria,GCF_000016285.1_ASM1628v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/285/GCF_000016285.1_ASM1628v1,Agrobacterium vitis S4,311402,11
GCF_001008165.2,ASM100816v2,bacteria,GCF_001008165.2_ASM100816v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/008/165/GCF_001008165.2_ASM100816v2,Altererythrobacter atlanticus,1267766,11
GCF_002080415.1,ASM208041v1,bacteria,GCF_002080415.1_ASM208041v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/415/GCF_002080415.1_ASM208041v1,Roseovarius mucosus,215743,11
GCF_000818095.1,ASM81809v1,bacteria,GCF_000818095.1_ASM81809v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/095/GCF_000818095.1_ASM81809v1,Jeotgalibacillus malaysiensis,1508404,11
GCF_000012145.1,ASM1214v1,bacteria,GCF_000012145.1_ASM1214v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/145/GCF_000012145.1_ASM1214v1,Rickettsia felis URRWXCal2,315456,11
GCF_001953195.1,ASM195319v1,bacteria,GCF_001953195.1_ASM195319v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/195/GCF_001953195.1_ASM195319v1,Acinetobacter soli,487316,11
GCF_000759475.1,ASM75947v1,bacteria,GCF_000759475.1_ASM75947v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/759/475/GCF_000759475.1_ASM75947v1,Pantoea rwandensis,1076550,11
GCF_000190735.1,ASM19073v2,bacteria,GCF_000190735.1_ASM19073v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/735/GCF_000190735.1_ASM19073v2,Pseudopedobacter saltans DSM 12145,762903,11
GCF_000313635.1,ASM31363v1,bacteria,GCF_000313635.1_ASM31363v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/635/GCF_000313635.1_ASM31363v1,Mycoplasma hyorhinis SK76,1118964,4
GCF_001908775.1,ASM190877v1,bacteria,GCF_001908775.1_ASM190877v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/775/GCF_001908775.1_ASM190877v1,Xanthomonas gardneri,90270,11
GCF_900168365.1,JF4335,bacteria,GCF_900168365.1_JF4335,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/168/365/GCF_900168365.1_JF4335,Clostridium chauvoei JF4335,1351755,11
GCF_000517425.1,ASM51742v1,bacteria,GCF_000517425.1_ASM51742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/425/GCF_000517425.1_ASM51742v1,Sodalis praecaptivus,1239307,11
GCF_000494755.1,ASM49475v1,bacteria,GCF_000494755.1_ASM49475v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/755/GCF_000494755.1_ASM49475v1,Actinoplanes friuliensis DSM 7358,1246995,11
GCF_001709315.1,ASM170931v1,bacteria,GCF_001709315.1_ASM170931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/315/GCF_001709315.1_ASM170931v1,Pantoea agglomerans,549,11
GCF_000230695.2,ASM23069v3,bacteria,GCF_000230695.2_ASM23069v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/695/GCF_000230695.2_ASM23069v3,Rhodanobacter denitrificans,666685,11
GCF_000219105.1,ASM21910v1,bacteria,GCF_000219105.1_ASM21910v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/105/GCF_000219105.1_ASM21910v1,Myxococcus fulvus HW-1,483219,11
GCF_001940525.2,ASM194052v2,bacteria,GCF_001940525.2_ASM194052v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/525/GCF_001940525.2_ASM194052v2,Thioclava nitratireducens,1915078,11
GCF_000013345.1,ASM1334v1,bacteria,GCF_000013345.1_ASM1334v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/345/GCF_000013345.1_ASM1334v1,Frankia casuarinae,106370,11
GCF_000253035.1,ASM25303v1,bacteria,GCF_000253035.1_ASM25303v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/035/GCF_000253035.1_ASM25303v1,Parachlamydia acanthamoebae UV-7,765952,11
GCF_000217635.1,ASM21763v1,bacteria,GCF_000217635.1_ASM21763v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/635/GCF_000217635.1_ASM21763v1,Buchnera aphidicola (Cinara tujafilina),261317,11
GCF_000014885.1,ASM1488v1,bacteria,GCF_000014885.1_ASM1488v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/885/GCF_000014885.1_ASM1488v1,Shewanella piezotolerans WP3,225849,11
GCF_001548055.1,ASM154805v1,bacteria,GCF_001548055.1_ASM154805v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/548/055/GCF_001548055.1_ASM154805v1,Sulfurospirillum cavolei,366522,11
GCF_000321415.2,ASM32141v2,bacteria,GCF_000321415.2_ASM32141v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/415/GCF_000321415.2_ASM32141v2,Thioalkalivibrio nitratireducens DSM 14787,1255043,11
GCF_000196675.1,ASM19667v1,bacteria,GCF_000196675.1_ASM19667v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/675/GCF_000196675.1_ASM19667v1,Pseudonocardia dioxanivorans CB1190,675635,11
GCF_001314245.2,ASM131424v2,bacteria,GCF_001314245.2_ASM131424v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/245/GCF_001314245.2_ASM131424v2,Lactobacillus gallinarum,52242,11
GCF_001886695.1,ASM188669v1,bacteria,GCF_001886695.1_ASM188669v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/695/GCF_001886695.1_ASM188669v1,Erythrobacter gangjinensis,502682,11
GCF_001676705.1,ASM167670v1,bacteria,GCF_001676705.1_ASM167670v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/705/GCF_001676705.1_ASM167670v1,Bordetella bronchialis,463025,11
GCF_001880325.1,ASM188032v1,bacteria,GCF_001880325.1_ASM188032v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/325/GCF_001880325.1_ASM188032v1,Thermus brockianus,56956,11
GCF_000397205.1,ASM39720v1,bacteria,GCF_000397205.1_ASM39720v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/397/205/GCF_000397205.1_ASM39720v1,Pseudomonas protegens CHA0,1124983,11
GCF_000331735.1,ASM33173v1,bacteria,GCF_000331735.1_ASM33173v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/735/GCF_000331735.1_ASM33173v1,Myxococcus stipitatus DSM 14675,1278073,11
GCF_000025225.2,ASM2522v1,bacteria,GCF_000025225.2_ASM2522v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/225/GCF_000025225.2_ASM2522v1,Mageeibacillus indolicus UPII9-5,699246,11
GCF_000024085.1,ASM2408v1,bacteria,GCF_000024085.1_ASM2408v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/085/GCF_000024085.1_ASM2408v1,Kangiella koreensis DSM 16069,523791,11
GCF_000767615.3,ASM76761v3,bacteria,GCF_000767615.3_ASM76761v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/615/GCF_000767615.3_ASM76761v3,Pandoraea pnomenusa,93220,11
GCF_000198775.1,ASM19877v1,bacteria,GCF_000198775.1_ASM19877v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/198/775/GCF_000198775.1_ASM19877v1,Paraburkholderia rhizoxinica HKI 454,882378,11
GCF_000219215.1,ASM21921v1,bacteria,GCF_000219215.1_ASM21921v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/215/GCF_000219215.1_ASM21921v1,Cupriavidus necator N-1,1042878,11
GCF_001534745.1,ASM153474v1,bacteria,GCF_001534745.1_ASM153474v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/534/745/GCF_001534745.1_ASM153474v1,Pseudomonas monteilii,76759,11
GCF_000010625.1,ASM1062v1,bacteria,GCF_000010625.1_ASM1062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/625/GCF_000010625.1_ASM1062v1,Microcystis aeruginosa NIES-843,449447,11
GCF_001633165.1,ASM163316v1,bacteria,GCF_001633165.1_ASM163316v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/633/165/GCF_001633165.1_ASM163316v1,Rhodovulum sulfidophilum DSM 1374,1188256,11
GCF_000165465.1,ASM16546v1,bacteria,GCF_000165465.1_ASM16546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/465/GCF_000165465.1_ASM16546v1,Halanaerobium praevalens DSM 2228,572479,11
GCF_000143085.1,ASM14308v1,bacteria,GCF_000143085.1_ASM14308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/085/GCF_000143085.1_ASM14308v1,Nitrosococcus watsonii C-113,105559,11
GCF_000196455.1,ASM19645v1,bacteria,GCF_000196455.1_ASM19645v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/455/GCF_000196455.1_ASM19645v1,Acetoanaerobium sticklandii,1511,11
GCF_001038625.1,ASM103862v1,bacteria,GCF_001038625.1_ASM103862v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/625/GCF_001038625.1_ASM103862v1,Clostridium carboxidivorans P7,536227,11
GCF_000069225.1,ASM6922v1,bacteria,GCF_000069225.1_ASM6922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/225/GCF_000069225.1_ASM6922v1,Clavibacter michiganensis subsp. sepedonicus,31964,11
GCF_000599985.1,ASM59998v1,bacteria,GCF_000599985.1_ASM59998v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/985/GCF_000599985.1_ASM59998v1,Gilliamella apicola,1196095,11
